bC	FB	rho	time	Z1	Z2	X1	XC	A	M
0.11	1	0.1155	4603.298295718551	1389.017221782474	11.163589366477918	430.321843594086	512.7977704829642	84.85058943280528	510.361869536871	NaN
0.11	1	0.1155	4603.344836092296	1395.7634656113482	11.106972739688791	432.2028779774448	512.729562116098	84.70258899786549	510.27315461416487	NaN
0.11	1	0.1155	4603.39137646604	1402.5113588542167	11.051126010980676	434.0939752252952	512.6717853231386	84.55451207734833	510.19475605149773	NaN
0.11	1	0.1155	4603.4379168397845	1409.2607460518138	10.996039406001305	435.9950929919249	512.6244455207957	84.40636216892646	510.12667881716595	NaN
0.11	1	0.1155	4603.484457213529	1416.0114718265577	10.941703305944568	437.9061886952564	512.5875478728966	84.25814277033693	510.06892763667963	NaN
0.11	1	0.1155	4603.530997587273	1422.7633808832288	10.888108244700216	439.8272195181735	512.561097290296	84.10985738015077	510.02150699276876	NaN
0.11	1	0.1155	4603.577537961018	1429.5163180097143	10.835244906062638	441.7581424098426	512.5450984307935	83.96150949853599	509.98442112533496	NaN
0.11	1	0.1155	4603.624079266852	1436.2702633478602	10.783103083919679	443.698953054291	512.5395556927872	83.81309965521453	509.95767359922877	NaN
0.11	1	0.1155	4603.67066168814	1443.0308940764323	10.731629699356164	445.6512968946764	512.5444826235487	83.66450314590902	509.94125909635585	NaN
0.11	1	0.1155	4603.717301414583	1449.8004064462966	10.680800204405939	447.6158396532299	512.5599180665604	83.51567167562594	509.935208279672	NaN
0.11	1	0.1155	4603.764019172814	1456.5816550007657	10.63058626858252	449.5934526730643	512.5859183068196	83.36654242252588	509.93956698796006	NaN
0.11	1	0.1155	4603.810829088906	1463.3765353945423	10.580967809412716	451.58474259140485	512.6225522885985	83.21707359792993	509.9543965954404	NaN
0.11	1	0.1155	4603.857744367191	1470.1868080260497	10.531926582274183	453.59028769980495	512.669900600238	83.06722635044184	509.97977041190336	NaN
0.11	1	0.1155	4603.90477555601	1477.0138458286433	10.48344786706482	455.61056223009115	512.7280521559246	82.91697032238962	510.01577119345484	NaN
0.11	1	0.1155	4603.951931886304	1483.8588281993102	10.43551890759582	457.6459914488132	512.7971033517451	82.76627939214795	510.0624896955382	NaN
0.11	1	0.1155	4603.999221167818	1490.722725626587	10.388128906526454	459.69694572596313	512.8771564317236	82.61513201918633	510.12002310407104	NaN
0.11	1	0.1155	4604.046650210755	1497.606360649116	10.34126849932119	461.7637574370117	512.9683187707584	82.46350990811865	510.18847413301717	NaN
0.11	1	0.1155	4604.094224961443	1504.5104273412485	10.294929543259242	463.8467258444228	513.0707020788149	82.31139758446535	510.26795017480583	NaN
0.11	1	0.1155	4604.141950702467	1511.435520182825	10.24910485850107	465.94612499453814	513.1844219446691	82.15878176287755	510.35856275697773	NaN
0.11	1	0.1155	4604.189832153475	1518.3821485341737	10.203788080796725	468.0622074660323	513.3095973780804	82.0056510316888	510.46042704264204	NaN
0.11	1	0.1155	4604.237873621018	1525.3507582378115	10.158973478430553	470.1952104274723	513.4463506309035	81.85199537977333	510.5736615842499	NaN
0.11	1	0.1155	4604.286079054456	1532.3417395999845	10.114655868154118	472.34535768243546	513.5948069216494	81.69780602306035	510.6983880247941	NaN
0.11	1	0.1155	4604.334452137958	1539.3554406096173	10.070830504027732	474.512863404754	513.7550943576905	81.5430751151772	510.83473097785844	NaN
0.11	1	0.1155	4604.382996341971	1546.3921742822854	10.02749301018777	476.6979341601503	513.9273438345365	81.38779558725493	510.982817903453	NaN
0.11	1	0.1155	4604.4317149884555	1553.452227994554	9.984639306218934	478.9007716142317	514.1116890583976	81.23196094349758	511.142779099384	NaN
0.11	1	0.1155	4604.480611271694	1560.5358663775478	9.942265576251875	481.12157329894325	514.3082664749649	81.07556519860267	511.314747620147	NaN
0.11	1	0.1155	4604.529688305525	1567.6433380347692	9.900368217618931	483.3605346120432	514.5172153415373	80.91860273056332	511.49885932539075	NaN
0.11	1	0.1155	4604.578949145207	1574.774878578334	9.858943814573646	485.6178497089629	514.7386777479759	80.76106821452014	511.6952528893222	NaN
0.11	1	0.1155	4604.628396816234	1581.9307146658534	9.817989108152965	487.8937127414733	514.9727987016618	80.60295653433639	511.90406987014114	NaN
0.11	1	0.1155	4604.678034330484	1589.1110661949203	9.777500978620687	490.1883185435599	515.2197261885352	80.44426273469612	512.125454761561	NaN
0.11	1	0.1155	4604.727864699337	1596.316148054392	9.737476431626758	492.50186319566274	515.4796112408426	80.28498198285924	512.3595550522829	NaN
0.11	1	0.1155	4604.777890957035	1603.5461733457005	9.697912577393556	494.83454508160725	515.7526080806143	80.12510949777642	512.6065213555959	NaN
0.11	1	0.1155	4604.828116161099	1610.8013532814384	9.658806629374789	497.1865648970344	516.0388741635638	79.96464055252255	512.866507450973	NaN
0.11	1	0.1155	4604.878543412888	1618.081899984257	9.620155887664165	499.5581266055928	516.3385703457552	79.80357041248324	513.139670437765	NaN
0.11	1	0.1155	4604.929175858358	1625.3880264175943	9.581957738709818	501.9494374821895	516.6518609557131	79.64189433684551	513.4261708044318	NaN
0.11	1	0.1155	4604.980016712518	1632.7199497249785	9.544209637628166	504.3607092814239	516.9789140232846	79.47960750455262	513.7261726418321	NaN
0.11	1	0.1155	4605.031069236855	1640.0778877761509	9.506909126312094	506.79215718979464	517.3199012252181	79.31670509048234	514.0398435979828	NaN
0.11	1	0.1155	4605.0823367776675	1647.4620644875342	9.470053806482618	509.24400166810705	517.6749982272671	79.15318214731853	514.3673551968495	NaN
0.11	1	0.1155	4605.133822743582	1654.872706363748	9.43364135805332	511.71646741141655	518.0443846399809	78.98903368164362	514.7088828031018	NaN
0.11	1	0.1155	4605.185530641059	1662.3100473822776	9.397669515866852	514.2097850825256	518.4282443794741	78.82425454518221	515.0646059605773	NaN
0.11	1	0.1155	4605.237464058872	1669.774326515972	9.362136083455951	516.7241906099113	518.8267656841742	78.65883948897175	515.4347084140549	NaN
0.11	1	0.1155	4605.289626676538	1677.2657886955044	9.327038929684742	519.2599256323681	519.2401413021126	78.4927831412616	515.8193782886111	NaN
0.11	1	0.1155	4605.342022272953	1684.7846857853688	9.292375985771185	521.8172379613058	519.6685686935227	78.3260799849918	516.2188082839988	NaN
0.11	1	0.1155	4605.39465473523	1692.3312775734967	9.258145242686675	524.3963820612577	520.1122502493442	78.1587243348499	516.6331958846425	NaN
0.11	1	0.1155	4605.447528060727	1699.9058317671584	9.22434475338784	526.9976192023826	520.5713934642845	77.99071033625415	517.0627435278394	NaN
0.11	1	0.1155	4605.500646359133	1707.5086239846746	9.190972635058323	529.621217616052	521.0462111148141	77.82203196434355	517.5076587768135	NaN
0.11	1	0.1155	4605.554013865276	1715.139939265278	9.158027064844813	532.267453182865	521.5369215415981	77.65268298918977	517.9681545920796	NaN
0.11	1	0.1155	4605.607634937983	1722.800071563868	9.125506284724501	534.9366094371652	522.0437488194034	77.48265698561566	518.4444494980032	NaN
0.11	1	0.1155	4605.661514076856	1730.4893257889746	9.09340859562354	537.6289784645966	522.5669231030816	77.31194728648181	518.936767915173	NaN
0.11	1	0.1155	4605.715655910663	1738.2080157656894	9.061732368975903	540.3448603890438	523.1066807144639	77.14054702633914	519.4453402497638	NaN
0.11	1	0.1155	4605.770065218051	1745.9564667946704	9.03047603903895	543.0845644738836	523.6632645477596	76.96844908297692	519.9704032828687	NaN
0.11	1	0.1155	4605.824746945164	1753.735017735508	8.999638098150456	545.8484100868894	524.2369244762137	76.7956460294001	520.5122005625011	NaN
0.11	1	0.1155	4605.879706176186	1761.544016369691	8.969217118788185	548.636725288698	524.8279172760622	76.6221302350317	521.070982340226	NaN
0.11	1	0.1155	4605.934948180375	1769.3838256236456	8.939211732524493	551.4498492865001	525.4365073588523	76.44789372560466	521.6470062715551	NaN
0.11	1	0.1155	4605.990478393815	1777.2548204766317	8.90962064623678	554.2881315943034	526.0629668352249	76.27292824992361	522.2405374856838	NaN
0.11	1	0.1155	4606.046302441608	1785.1573905870875	8.880442636137436	557.1519332464219	526.7075760243902	76.09722521951655	522.8518490771326	NaN
0.11	1	0.1155	4606.102426149486	1793.091941378272	8.851676548403761	560.0416274858985	527.3706238750877	75.9207756824485	523.4812225147978	NaN
0.11	1	0.1155	4606.158855540754	1801.0588930169035	8.823321307672554	562.9575997016959	528.0524082286962	75.74357034395233	524.1289479018067	NaN
0.11	1	0.1155	4606.215596859643	1809.0586830907457	8.795375912337908	565.9002487294223	528.7532364100153	75.56559950477298	524.7953245470491	NaN
0.11	1	0.1155	4606.272656572565	1817.0917661227943	8.767839441658154	568.8699870206041	529.4734255769669	75.38685306983122	525.4806613086779	NaN
0.11	1	0.1155	4606.330041388576	1825.1586157517697	8.740711053806354	571.8672418120866	530.2133033257701	75.2073204975573	526.1852771812391	NaN
0.11	1	0.1155	4606.387758268946	1833.2597253293984	8.713989989959382	574.8924557404252	530.9732081882177	75.02699078442683	526.9095017812072	NaN
0.11	1	0.1155	4606.445814444813	1841.3956096033676	8.687675575162247	577.9460878859345	531.7534902581657	74.8458524253305	527.6536759564818	NaN
0.11	1	0.1155	4606.504217415984	1849.5668037047874	8.661767228325871	581.028613832013	532.5545115899574	74.66389343396476	528.4181521792507	NaN
0.11	1	0.1155	4606.562974992834	1857.7738681144692	8.636264453485449	584.1405280021676	533.3766472081896	74.48110123011548	529.2032955229909	NaN
0.11	1	0.1155	4606.622095284426	1866.0173860372606	8.611166855857311	587.282343171894	534.2202854169765	74.29746269601145	530.0094839721446	NaN
0.11	1	0.1155	4606.681586741859	1874.2979684287707	8.586474134373058	590.4545929084227	535.0858289056033	74.11296406229059	530.8371094931198	NaN
0.11	1	0.1155	4606.741458163192	1882.6162535771584	8.562186091884662	593.6578319888688	535.9736953571728	73.92759091526896	531.6865786319244	NaN
0.11	1	0.1155	4606.801718730768	1890.9729111152956	8.538302632751652	596.8926385558908	536.8843185658125	73.74132810554794	532.5583135991969	NaN
0.11	1	0.1155	4606.862378005422	1899.3686399557457	8.514823778797801	600.159613975958	537.8181489536222	73.55415979211156	533.4527527820778	NaN
0.11	1	0.1155	4606.923445981689	1907.8041745941412	8.491749661962151	603.4593859815626	538.7756550499506	73.3660692999704	534.3703521784468	NaN
0.11	1	0.1155	4606.98493309585	1916.2802847623468	8.46908053694945	606.7926092986058	539.7573243129965	73.17703912608853	535.3115862031037	NaN
0.11	1	0.1155	4607.04685026333	1924.7977790303644	8.446816783667934	610.1599678672045	540.7636644548725	72.98705085735573	536.2769489775569	NaN
0.11	1	0.1155	4607.109208909291	1933.3575073335528	8.424958913824758	613.5621767148829	541.7952047267195	72.79608511258017	537.2669555832773	NaN
0.11	1	0.1155	4607.172021000521	1941.9603635414305	8.403507578488707	616.9999839174442	542.8524972891807	72.6041214836287	538.2821433984196	NaN
0.11	1	0.1155	4607.235299091408	1950.6072897978106	8.38246357250019	620.4741733490652	543.9361188924213	72.41113843711038	539.3230737334769	NaN
0.11	1	0.1155	4607.299056354863	1959.2992786290215	8.361827845875927	623.9855666317646	545.0466723848502	72.21711326592516	540.3903333043684	NaN
0.11	1	0.1155	4607.36330663617	1968.0373779963586	8.341601509475902	627.5350263634747	546.1847886988467	72.02202197516898	541.4845361656497	NaN
0.11	1	0.1155	4607.4280644919645	1976.8226941107894	8.321785847722886	631.123458553941	547.3511286767994	71.82583921803696	542.6063254924455	NaN
0.11	1	0.1155	4607.493345265997	1985.6563990096338	8.302382322314143	634.7518171228903	548.5463856617296	71.62853812543487	543.7563760998955	NaN
0.11	1	0.1155	4607.559165124465	1994.5397323829814	8.283392591095247	638.421106190236	549.7712874833904	71.43009026400976	544.9353963837541	NaN
0.11	1	0.1155	4607.625541137596	2003.4740093848486	8.264818515723364	642.1323849622299	551.0265994098896	71.23046546053706	546.1441311923705	NaN
0.11	1	0.1155	4607.692491342895	2012.4606256335678	8.246662178152754	645.8867716361108	552.3131269142901	71.02963168905247	547.3833645236961	NaN
0.11	1	0.1155	4607.760034843328	2021.5010665484333	8.228925891042653	649.6854492996564	553.6317192691025	70.82755486102985	548.6539230226964	NaN
0.11	1	0.1155	4607.828191878731	2030.5969126766945	8.211612219585026	653.529670374459	554.9832728138538	70.62419870505855	549.9566791674196	NaN
0.11	1	0.1155	4607.896983938039	2039.749850038373	8.194723996812655	657.420763397896	556.3687352147407	70.41952453423221	551.2925554145821	NaN
0.11	1	0.1155	4607.966433868433	2048.961679523629	8.178264345034506	661.3601396890891	557.789109904604	70.213491034494	552.6625285233705	NaN
0.11	1	0.1155	4608.0365660048565	2058.2343284113044	8.162236697927785	665.3493012262887	559.2454611937812	70.00605400527597	554.0676345307265	NaN
0.11	1	0.1155	4608.107406307173	2067.569862227014	8.146644827233123	669.3898490231112	560.7389198327999	69.79716609218812	555.5089741675946	NaN
0.11	1	0.1155	4608.178982529656	2076.9705001049724	8.131492869370437	673.4834934184497	562.2706895843813	69.58677644086976	556.9877192547481	NaN
0.11	1	0.1155	4608.251324396183	2086.438630012431	8.116785359180806	677.6320647761347	563.8420543035171	69.37483035333864	558.5051195954967	NaN
0.11	1	0.1155	4608.324463801489	2095.976826400091	8.102527267250306	681.8375257623295	565.4543860019693	69.16126888936716	560.062510825777	NaN
0.11	1	0.1155	4608.3984350506535	2105.587871688612	8.088724040148401	686.1019859174735	567.1091542429175	68.94602838113127	561.6613235568533	NaN
0.11	1	0.1155	4608.4732751400725	2115.2747817895165	8.075381645280855	690.427718738033	568.8079370434938	68.72903985645131	563.3030939840693	NaN
0.11	1	0.1155	4608.549024048166	2125.0408313119424	8.062506628103668	694.8171794501354	570.552432662705	68.51022846779856	564.9894753616163	NaN
0.11	1	0.1155	4608.625725114543	2134.889588376158	8.050106169952501	699.2730280450565	572.3444741726055	68.28951270457297	566.7222521792268	NaN
0.11	1	0.1155	4608.703425432231	2144.824948926136	8.038188163014963	703.7981532459895	574.18604524707	68.06680361472604	568.5033555300249	NaN
0.11	1	0.1155	4608.782176350509	2154.851182687514	8.026761289642945	708.3957030918681	576.0792995938365	67.84200376316885	570.3348820172283	NaN
0.11	1	0.1155	4608.862034029621	2164.972982680213	8.015835120475527	713.0691187735047	578.0265828918156	67.61500610774497	572.219115102986	NaN
0.11	1	0.1155	4608.943060135721	2175.195528908561	8.00542022375294	717.8221769201958	580.0304596094505	67.38569255400056	574.1585512014656	NaN
0.11	1	0.1155	4609.025322608648	2185.524556853212	7.995528302280781	722.6590364548873	582.0937434056942	67.15393239821978	576.1559292649382	NaN
0.11	1	0.1155	4609.108896642284	2195.9664474298947	7.986172347892017	727.5842982705183	584.219534950638	66.91958028399942	578.2142675820746	NaN
0.11	1	0.1155	4609.193865811732	2206.528328782898	7.977366833242603	732.6030739636548	586.4112660856315	66.68247388718008	580.3369067510544	NaN
0.11	1	0.1155	4609.280323496835	2217.2182069861155	7.969127937157765	737.7210725268244	588.6727547584928	66.44243094448402	582.5275631313302	NaN
0.11	1	0.1155	4609.368374571381	2228.045119621298	7.96147382515366	742.9447033303168	591.0082708351998	66.199245759176	584.7903928847874	NaN
0.11	1	0.1155	4609.458137544977	2239.0193325882474	7.95442498928576	748.2812066062597	593.4226187546053	65.95268472415911	587.1300724008224	NaN
0.11	1	0.1155	4609.549747178231	2250.1525788872946	7.948004676073337	753.7388128698581	595.9212390651204	65.70248088731645	589.5518971011612	NaN
0.11	1	0.1155	4609.643357824018	2261.4583653595723	7.942239420914842	759.3269465355644	598.5103375269505	65.44832697080952	592.0619070647214	NaN
0.11	1	0.1155	4609.739149227137	2272.9525479874774	7.937159654782784	765.0565777217898	601.1970931922468	65.18986232673912	594.6670893602919	NaN
0.11	1	0.1155	4609.837329084147	2284.6534812970667	7.9328007702735635	770.9403819688104	603.989789807336	64.9266694352926	597.3755062106972	NaN
0.11	1	0.1155	4609.938142347893	2296.582932713945	7.929204152574546	776.9933047134508	606.8981525692914	64.6582531611783	600.1966224825221	NaN
0.11	1	0.1155	4610.041880093085	2308.7668742309493	7.926418770274056	783.2331025069728	609.9336990980808	64.38402270434744	603.1416472997623	NaN
0.11	1	0.1155	4610.1488927726305	2321.2367033374303	7.92450326978362	789.6811506500892	613.110250105925	64.10326380868949	606.2240309745177	NaN
0.11	1	0.1155	4610.259607649941	2334.030824185929	7.923528902694727	796.3635057674679	616.4446095933565	63.8151027415164	609.4601269897554	NaN
0.11	1	0.1155	4610.374552505599	2347.1967754448565	7.923583648246127	803.3123506375373	619.9574970848365	63.51845779171795	612.8700993467501	NaN
0.11	1	0.1155	4610.494386890077	2360.7939660193806	7.924778093737446	810.5678986871494	623.6747993676412	63.21197682721162	616.4791411037289	NaN
0.11	1	0.1155	4610.619939309443	2374.896722855522	7.927253754624301	818.1806591609616	627.6291276206152	62.89396746791489	620.3189908280675	NaN
0.11	1	0.1155	4610.752235719437	2389.595898678464	7.931194070641718	826.2131689259891	631.8612475532759	62.56235926872902	624.4293274468166	NaN
0.11	1	0.1155	4610.892456389247	2404.99212800695	7.93683504997371	834.7373446604738	636.4193147115476	62.21485388563391	628.8570346154702	NaN
0.11	1	0.1155	4611.041615993621	2421.1592335478904	7.944458912921631	843.8149147664827	641.3488288588932	61.84974937518264	633.6464467496162	NaN
0.11	1	0.1155	4611.1996076747355	2438.042763191674	7.954323567001478	853.4389280889486	646.6599808865134	61.46823321484369	638.8076135201609	NaN
0.11	1	0.1155	4611.364131229412	2455.35630463453	7.966513344678583	863.46796410783	652.2874696262703	61.076735454908274	644.2772089084553	NaN
0.11	1	0.1155	4611.53154715627	2472.68856820198	7.980884690213809	873.677913474513	658.113697556229	60.684524429599385	649.941014486031	NaN
0.11	1	0.1155	4611.698963083128	2489.7276605078114	7.997200575347871	883.8895473490642	664.0389997192675	60.29864063517717	655.7021657804905	NaN
0.11	1	0.1155	4611.866379009985	2506.4686085306025	8.015422872765274	894.099892478589	670.0617349773113	59.919186186538546	661.5590662365345	NaN
0.11	1	0.1155	4612.033794936843	2522.9065243197365	8.035515350549662	904.3059758585675	676.1802324260293	59.54626078888005	667.5100940696517	NaN
0.11	1	0.1155	4612.201210863701	2539.036606411759	8.05744360624201	914.5048255832592	682.392791901959	59.17996191520509	673.5536028370278	NaN
0.11	1	0.1155	4612.368626790559	2554.854141219521	8.081174999351498	924.6934716959463	688.6976844975178	58.82038496570255	679.6879219664166	NaN
0.11	1	0.1155	4612.536042717416	2570.354504398685	8.106678587288208	934.8689470387853	695.0931530837655	58.467623399542624	685.9113572487653	NaN
0.11	1	0.1155	4612.703458644274	2585.5331621912674	8.133925064784224	945.0282881020469	701.5774128407778	58.12176883220898	692.2221913024337	NaN
0.11	1	0.1155	4612.870874571132	2600.385672745679	8.16288670663412	955.1685358725229	708.1486517954919	57.78291109438779	698.6186840182152	NaN
0.11	1	0.1155	4613.03829049799	2614.9076874127145	8.193537313584711	965.2867366808782	714.8050313668804	57.45113825144271	705.0990729949854	NaN
0.11	1	0.1155	4613.205706424847	2629.0949520169693	8.225852161214442	975.379943047722	721.5446869183129	57.12653658540818	711.6615739756753	NaN
0.11	1	0.1155	4613.373122351705	2642.9433081031766	8.259807951652864	985.445214528172	728.3657283169547	56.80919054402942	718.3043812924496	NaN
0.11	1	0.1155	4613.540538278563	2656.448694156977	8.295382768000229	995.4796185546846	735.2662405000582	56.49918266350581	725.0256683285555	NaN
0.11	1	0.1155	4613.707954205421	2669.6071467996444	8.332556031316189	1005.4802312779252	742.2442840479948	56.196593473128345	731.8235880024278	NaN
0.11	1	0.1155	4613.8753701322785	2682.414801956309	8.371308460054959	1015.4441384054448	749.2978957638783	55.90150139087106	738.6962732774625	NaN
0.11	1	0.1155	4614.042786059136	2694.867895997245	8.411622031832126	1025.3684360379364	756.425089259623	55.613982619174415	745.6418376985589	NaN
0.11	1	0.1155	4614.210201985994	2706.962766851783	8.453479947415742	1035.2502315028398	763.6238555482828	55.33411104967986	752.6583759542584	NaN
0.11	1	0.1155	4614.377617912852	2718.695855094442	8.496866596841091	1045.0866441850658	770.8921636425141	55.06195818460708	759.743964461236	NaN
0.11	1	0.1155	4614.5450338397095	2730.06370500289	8.541767527555235	1054.8748063546057	778.2279611590029	54.79759308092581	766.8966619661522	NaN
0.11	1	0.1155	4614.712449766567	2741.062965587334	8.588169414503357	1064.6118639907975	785.6291749286946	54.54108232159774	774.1145101585629	NaN
0.11	1	0.1155	4614.879865693425	2751.6903915909834	8.636060032074768	1074.294977603018	793.093711612665	54.29249001610806	781.3955342877604	NaN
0.11	1	0.1155	4615.047281620283	2761.9428444612263	8.68542822783191	1083.9213230475689	800.6194583234669	54.05187783042496	788.7377437761329	NaN
0.11	1	0.1155	4615.2146975471405	2771.8172932911734	8.736263897950671	1093.4880923405267	808.204283251788	53.81930504457073	796.1391328218333	NaN
0.11	1	0.1155	4615.382113473998	2781.3108157312454	8.788557964305276	1102.992494466328	815.8460362982488	53.594828634286785	803.5976809842314	NaN
0.11	1	0.1155	4615.549529400856	2790.420598870486	8.84230235313552	1112.4317561818616	823.5425497101764	53.378503371929654	811.1113537466756	NaN
0.11	1	0.1155	4615.716945327714	2799.143940087291	8.897489975238466	1121.8031228158338	831.2916387231786	53.17038194081551	818.678103052439	NaN
0.11	1	0.1155	4615.884361254572	2807.4782478692755	8.954114707630755	1131.103859063186	839.0911022073466	52.97051505676836	826.2958678112401	NaN
0.11	1	0.1155	4616.051777181429	2815.4210426019863	9.01217137663171	1140.3312497743336	846.9387233179158	52.778951590620764	833.9625743753039	NaN
0.11	1	0.1155	4616.219193108287	2822.969957326209	9.071655742320907	1149.4826007390031	854.8322701502046	52.5957386858267	841.6761369854569	NaN
0.11	1	0.1155	4616.386609035145	2830.1227384636027	9.13256448432756	1158.5552394644378	862.7694963986576	52.42092186611596	849.4344581891208	NaN
0.11	1	0.1155	4616.554024962003	2836.8772465104303	9.194895188912398	1167.5465159477574	870.7481420198134	52.25454512915775	857.2354292332208	NaN
0.11	1	0.1155	4616.72144088886	2843.2314566991517	9.258646337305816	1176.4538034422426	878.7659338990181	52.09665102341585	865.0769304358802	NaN
0.11	1	0.1155	4616.888856815718	2849.1834596276676	9.323817295269267	1185.2744992173261	886.8205865207041	51.94728070666506	872.9568315413278	NaN
0.11	1	0.1155	4617.056272742576	2854.731461856001	9.390408303849743	1194.0060253120728	894.909802642051	51.80647398589946	880.8729920626621	NaN
0.11	1	0.1155	4617.223688669434	2859.8737864702316	9.458420471299956	1202.64582928193	903.031273969847	51.67426933951383	888.8232616170395	NaN
0.11	1	0.1155	4617.391104596291	2864.608873613503	9.527855766139764	1211.1913849385346	911.1826818403658	51.55070392360269	896.80548025751	NaN
0.11	1	0.1155	4617.558520523149	2868.935280983923	9.598717011336626	1219.6401930823602	919.361697902073	51.435813564952674	904.8174788051618	NaN
0.11	1	0.1155	4617.725936450007	2872.851684299213	9.671007879585877	1227.9897822279956	927.565984800977	51.32963274376703	912.8570791845297	NaN
0.11	1	0.1155	4617.893352376865	2876.356877727956	9.744732889673655	1236.2377093218442	935.7931968684376	51.23219456935614	920.9220947644252	NaN
0.11	1	0.1155	4618.060768303722	2879.4497742873064	9.819897403908003	1244.3815604520348	944.040980811241	51.143530751960064	929.0103307055493	NaN
0.11	1	0.1155	4618.22818423058	2882.1294062070488	9.896507626605759	1252.4189515503429	952.3069764037564	51.063671573580415	937.1195843154737	NaN
0.11	1	0.1155	4618.395600157438	2884.3949252598854	9.974570603625374	1260.3475290859124	960.5888171819819	50.992645860221586	945.2476454109217	NaN
0.11	1	0.1155	4618.563016084296	2886.245603057866	10.054094222937799	1268.1649707505849	968.8841311392891	50.93048095733995	953.3922966867485	NaN
0.11	1	0.1155	4618.730432011153	2887.6808313148613	10.135087216229929	1275.8689861356327	977.1905414236775	50.8772027096246	961.5513140906511	NaN
0.11	1	0.1155	4618.897847938011	2888.700122075017	10.217559161537226	1283.4573173997007	985.5056670363439	50.832835445543516	969.7224672024473	NaN
0.11	1	0.1155	4619.065263864869	2889.30310790712	10.301520486904197	1290.9277399277648	993.8271235313772	50.79740196643743	977.9035196167353	NaN
0.11	1	0.1155	4619.232835787544	2889.4895214834455	10.387062810644906	1298.2848552300636	1002.1602823038086	50.77090304938912	986.0998623252258	NaN
0.11	1	0.1155	4619.401605618233	2889.255326048781	10.474748602351568	1305.570756449256	1010.554577723691	50.75330292243411	994.3602684367954	NaN
0.11	1	0.1155	4619.571508473359	2888.591836133677	10.564589468058315	1312.7778745129563	1019.0043417018098	50.744816081057444	1002.679345814291	NaN
0.11	1	0.1155	4619.742015422086	2887.4946666022956	10.65634439326851	1319.8796215091932	1027.4807452310229	50.74562828273807	1011.0288767010894	NaN
0.11	1	0.1155	4619.912522370813	2885.965665408049	10.749712392876132	1326.847979245427	1035.9512158724792	50.75580211854762	1019.3768985924713	NaN
0.11	1	0.1155	4620.08302931954	2884.0052172148407	10.844710061476174	1333.6808242999093	1044.413228432808	50.77535178362422	1027.721019375594	NaN
0.11	1	0.1155	4620.253536268267	2881.613836792432	10.941354968852387	1340.3760737135149	1052.8642593418494	50.804289768459185	1036.0588434574647	NaN
0.11	1	0.1155	4620.4240432169945	2878.792168926156	11.039665672391305	1346.9316856249984	1061.3017874215523	50.842626831663246	1044.3879722052027	NaN
0.11	1	0.1155	4620.594550165722	2875.540988289434	11.13966173160896	1353.3456598944092	1069.7232946541556	50.890371963852814	1052.7060043944232	NaN
0.11	1	0.1155	4620.765057114449	2871.8611992783353	11.241363723994072	1359.6160387144791	1078.126266949443	50.94753234213155	1061.0105366680793	NaN
0.11	1	0.1155	4620.935564063176	2867.7538358082124	11.344793262146597	1365.7409072098044	1086.5081949108421	51.01411327507222	1069.2991640081839	NaN
0.11	1	0.1155	4621.106071011903	2863.2200610725085	11.449973012237878	1371.7183940236423	1094.8665746001536	51.09011813851282	1077.5694802228033	NaN
0.11	1	0.1155	4621.27657796063	2858.2611672638386	11.556926713823708	1377.5466718921473	1103.1989083006856	51.1755483028356	1085.8190784505907	NaN
0.11	1	0.1155	4621.447084909357	2852.8785752574654	11.665679201044863	1383.2239582058808	1111.5027052785745	51.27040305268819	1094.0455516849095	NaN
0.11	1	0.1155	4621.617591858084	2847.0738342573104	11.77625642525267	1388.7485155584245	1119.7754825420752	51.37467950032144	1102.246493319337	NaN
0.11	1	0.1155	4621.788098806811	2840.8486214046493	11.8886854791002	1394.1186522819387	1128.0147655985975	51.488372493854826	1110.4194977160064	NaN
0.11	1	0.1155	4621.9406980708845	2834.922142552879	11.990900015746266	1398.7924919205473	1135.3582888809592	51.59810366323639	1117.708465721798	NaN
0.11	1	0.1155	4622.093297334958	2828.661698617935	12.09464145619273	1403.3401776718574	1142.6712488484443	51.71536424692207	1124.9714090490947	NaN
0.11	1	0.1155	4622.245896599032	2822.0687508546293	12.199931706804193	1407.7605920582655	1149.9518919018924	51.84014556154781	1132.2066075454545	NaN
0.11	1	0.1155	4622.398495863105	2815.144841379015	12.306793420764597	1412.0526481713478	1157.1984717201603	51.97243723376875	1139.4123432040683	NaN
0.11	1	0.1155	4622.534431380982	2808.6996099253415	12.403328410514465	1415.767058077893	1163.6236315773742	52.096597887322424	1145.805012244493	NaN
0.11	1	0.1155	4622.670366898858	2801.994239032605	12.501146106150896	1419.378048219518	1170.0191580696026	52.22669884154603	1152.1717297932526	NaN
0.11	1	0.1155	4622.806302416735	2795.029979760688	12.60026424126825	1422.884912595631	1176.3838329899722	52.362729163019814	1158.5112872757018	NaN
0.11	1	0.1155	4622.9422379346115	2787.8081332404186	12.700701054375926	1426.2869650758403	1182.716443724826	52.50467672422949	1164.8224784475958	NaN
0.11	1	0.1155	4623.064341330171	2781.102653055124	12.792057658936248	1429.252935748732	1188.376349269755	52.63721414813469	1170.4662992166318	NaN
0.11	1	0.1155	4623.186444725731	2774.1914428377904	12.884507373560606	1432.1333329302715	1194.0085398046065	52.7745045718845	1176.0853911763213	NaN
