pt	FB	rho	time	Z1	Z2	X1	XC	A	M
1.01	1	0.101	500.610593763612	2310.719589339844	7.989366498576981	924.3045476646157	616.7426505029163	62.79991954610293	612.9467193477451	NaN
1.01	1	0.101	500.6843236134823	2310.7080245512097	7.990210028655062	924.3043388578939	616.8044881126012	62.7533266746724	612.9725363192218	NaN
1.01	1	0.101	500.75976404702703	2310.694829086924	7.991068681310047	924.3040718691595	616.8670546839727	62.703354854463896	613.0043039601885	NaN
1.01	1	0.101	500.8366163629101	2310.679991561199	7.991938805464641	924.3037387146476	616.9300660370078	62.65083888307888	613.0424359145601	NaN
1.01	1	0.101	500.9146396270771	2310.663510251906	7.992817467903242	924.3033315087282	616.9932957959766	62.596678047330826	613.0872263312724	NaN
1.01	1	0.101	500.99364779716535	2310.645388651696	7.993702405248254	924.30284245338	617.0565705210964	62.54180072100066	613.1388495740049	NaN
1.01	1	0.101	501.07349973113526	2310.625633012275	7.99459189718104	924.3022638273688	617.1197593008231	62.48713910660957	613.1973609826172	NaN
1.01	1	0.101	501.15409297914994	2310.6042498882866	7.995484684619235	924.3015879407191	617.1827668013617	62.4336068951413	613.2627021988944	NaN
1.01	1	0.101	501.2353583758539	2310.5812441281932	7.996379898674154	924.3008070697634	617.2455272638539	62.38208152025397	613.3347087010204	NaN
1.01	1	0.101	501.31725342228225	2310.5566178606014	7.997276978213964	924.2999134003795	617.3079978894272	62.33339162516812	613.4131165861024	NaN
1.01	1	0.101	501.39975699610727	2310.530369800622	7.998175604212834	924.2988989688326	617.3701536010675	62.288307033379404	613.4975696860648	NaN
1.01	1	0.101	501.4828641151403	2310.502495144939	7.9990756365871745	924.2977556168865	617.4319821537238	62.2475310563856	613.5876256374469	NaN
1.01	1	0.101	501.5665813726696	2310.4729858127707	7.999977060162134	924.296474960168	617.4934800393183	62.211693827172105	613.6827614125162	NaN
1.01	1	0.101	501.6509225940419	2310.4418311067325	8.000879934680052	924.2950483790964	617.5546488149713	62.181346147440244	613.7823780987476	NaN
1.01	1	0.101	501.73590482463777	2310.4090187078664	8.001784349933159	924.2934670352844	617.6154919150074	62.156953192038145	613.8858054494164	NaN
1.01	1	0.101	501.82154456015485	2310.3745359869263	8.002690384946051	924.2917219182814	617.6760118594042	62.13888775477976	613.9923066841816	NaN
1.01	1	0.101	501.90785414564505	2310.3383716205576	8.00359807034269	924.2898039276561	617.7362077891854	62.127422935392374	614.1010841122695	NaN
1.01	1	0.101	501.9948385824487	2310.3005173730644	8.004507356330766	924.2877039880635	617.7960734788983	62.12272438853607	614.2112865730613	NaN
1.01	1	0.101	502.08249275087053	2310.260969980837	8.005418086220383	924.2854131968307	617.8555958030399	62.12484265413183	614.3220193492186	NaN
1.01	1	0.101	502.17079946577485	2310.2197328826014	8.006329979601933	924.2829229904501	617.914753905276	62.13370637493743	614.4323575335231	NaN
1.01	1	0.101	502.2597286433372	2310.176817556106	8.007242627669134	924.2802253123632	617.9735191977231	62.14911757181083	614.5413633124049	NaN
1.01	1	0.101	502.34923779679934	2310.132244221676	8.008155502408265	924.2773127594991	618.0318562585345	62.170750286582454	614.648107056057	NaN
1.01	1	0.101	502.43927412405014	2310.0860416287073	8.009067981707464	924.2741786769404	618.0897247096639	62.198153841447166	614.7516915833055	NaN
1.01	1	0.101	502.52977803292634	2310.0382458409504	8.009979388111143	924.2708171784628	618.1470818768522	62.230761529376856	614.8512779294326	NaN
1.01	1	0.101	502.6206876192462	2309.9888981473914	8.010889035719247	924.2672230844177	618.2038858420726	62.267904764539765	614.9461102904428	NaN
1.01	1	0.101	502.7119436237498	2309.9380422863765	8.011796280093439	924.2633917755705	618.260098542885	62.30883193317225	615.0355379247218	NaN
1.01	1	0.101	502.80349416043595	2309.8857213683314	8.012700563982673	924.2593189810036	618.3156884684267	62.35273042156002	615.1190319861242	NaN
1.01	1	0.101	502.8952986477808	2309.831974884064	8.013601453412756	924.2550005262577	618.370632635695	62.39874992313408	615.1961961444227	NaN
1.01	1	0.101	502.9873306715053	2309.776836066948	8.014498661871023	924.2504320658725	618.4249177433944	62.446025215868985	615.2667709005912	NaN
1.01	1	0.101	503.07957965499776	2309.7203298091404	8.015392061881093	924.2456088240888	618.4785405028507	62.493696943926984	615.3306322497119	NaN
1.01	1	0.101	503.1720514196166	2309.66247120575	8.016281685299274	924.2405253602426	618.531507268494	62.5409294917202	615.3877859002532	NaN
1.01	1	0.101	503.26476780034295	2309.6032647285606	8.017167714408199	924.235175370129	618.5838331283352	62.58692558345548	615.4383584424507	NaN
